Utilização das terras (Alto Alentejo - Arronches),,,,,,,,,,,,
,,,,,,,,,,,,Pág 1/5
,,,ALENTEJO,Alentejo Litoral,Alcácer do Sal,Grândola,Odemira,Santiago do Cacém,Sines,Alto Alentejo,Alter do Chão,Arronches
Superfície Total,,expl (nº),  35 906 ,  5 695 ,   877 ,  1 031 ,  1 927 ,  1 641 ,   219 ,  11 192 ,   344 ,   481 
,,área (ha), 2 158 884 ,  356 741 ,  114 471 ,  55 837 ,  97 581 ,  78 532 ,  10 320 ,  515 129 ,  31 954 ,  27 911 
Superfície Agrícola Utilizada (SAU),,expl (nº),  34 874 ,  5 585 ,   862 ,  1 018 ,  1 873 ,  1 623 ,   209 ,  10 975 ,   337 ,   476 
,,área (ha), 1 924 044 ,  291 144 ,  90 437 ,  44 973 ,  77 775 ,  69 495 ,  8 464 ,  454 106 ,  29 712 ,  26 211 
Terra arável,,expl (nº),  24 924 ,  4 984 ,   729 ,   830 ,  1 780 ,  1 438 ,   207 ,  6 922 ,   182 ,   329 
,,área (ha),  977 110 ,  133 948 ,  22 540 ,  18 187 ,  43 736 ,  42 636 ,  6 849 ,  199 349 ,  9 670 ,  19 025 
Terra arável limpa,,expl (nº),  24 035 ,  4 889 ,   706 ,   819 ,  1 776 ,  1 381 ,   207 ,  6 704 ,   177 ,   316 
,,área (ha),  745 181 ,  100 413 ,  17 812 ,  10 639 ,  38 544 ,  26 740 ,  6 678 ,  145 195 ,  8 131 ,  15 861 
,Culturas temporárias,expl (nº),  17 495 ,  3 592 ,   656 ,   570 ,  1 412 ,   817 ,   137 ,  4 656 ,   136 ,   183 
,,área (ha),  460 558 ,  59 272 ,  15 459 ,  5 410 ,  19 618 ,  16 000 ,  2 785 ,  83 675 ,  5 570 ,  5 249 
,Pousio (com e sem ajuda),expl (nº),  11 216 ,  2 726 ,   69 ,   347 ,  1 195 ,   938 ,   177 ,  2 108 ,   62 ,   255 
,,área (ha),  283 357 ,  40 640 ,  2 311 ,  5 154 ,  18 671 ,  10 641 ,  3 863 ,  61 179 ,  2 551 ,  10 598 
,Horta familiar,expl (nº),  9 171 ,  2 992 ,   195 ,   540 ,  1 328 ,   790 ,   139 ,  2 885 ,   62 ,   138 
,,área (ha),  1 264 ,   500 ,   40 ,   74 ,   254 ,   100 ,   32 ,   340 ,   10 ,   13 
Culturas sob-coberto matas e florestas,,expl (nº),  3 540 ,   608 ,   77 ,   119 ,   121 ,   282 ,   9 ,   810 ,   21 ,   49 
,,área (ha),  231 923 ,  33 534 ,  4 728 ,  7 547 ,  5 192 ,  15 896 ,   171 ,  54 153 ,  1 539 ,  3 164 
,Culturas temporárias,expl (nº),  2 426 ,   333 ,   73 ,   82 ,   49 ,   125 ,   4 ,   594 ,   14 ,   12 
,,área (ha),  85 963 ,  10 391 ,  3 979 ,  2 303 ,   718 ,  3 366 ,   25 ,  19 229 ,   664 ,   712 
,Pousio (com e sem ajuda),expl (nº),  2 137 ,   405 ,   10 ,   69 ,   89 ,   229 ,   8 ,   404 ,   13 ,   45 
,,área (ha),  145 979 ,  23 144 ,   749 ,  5 244 ,  4 475 ,  12 530 ,   146 ,  34 926 ,   875 ,  2 451 
Culturas permanentes,,expl (nº),  25 282 ,  2 843 ,   324 ,   663 ,   579 ,  1 135 ,   142 ,  9 342 ,   264 ,   412 
,,área (ha),  161 662 ,  6 917 ,  2 861 ,  1 051 ,  1 264 ,  1 687 ,   54 ,  50 556 ,  3 283 ,  1 980 
Sem culturas sob-coberto,,expl (nº),  17 618 ,  1 866 ,   137 ,   436 ,   287 ,   876 ,   130 ,  5 780 ,   50 ,   325 
,,área (ha),  103 798 ,  2 452 ,   538 ,   472 ,   411 ,   984 ,   47 ,  25 008 ,   583 ,  1 394 
Com culturas temporárias,,expl (nº),  4 674 ,   321 ,   90 ,   63 ,   83 ,   84 ,   1 ,  2 326 ,   71 ,   67 
,,área (ha),  14 357 ,   699 ,   347 ,   71 ,   114 ,   165 ,... ,  5 501 ,   388 ,   151 
Com pousio (com e sem ajuda),,expl (nº),  1 879 ,   301 ,   1 ,   50 ,   105 ,   144 ,   1 ,   696 ,   38 ,   59 
,,área (ha),  10 195 ,   688 ,... ,   89 ,   247 ,   341 ,... ,  5 394 ,   578 ,   415 
Com horta familiar,,expl (nº),  2 647 ,   421 ,   56 ,   86 ,   67 ,   198 ,   14 ,  1 243 ,   16 ,   61 
,,área (ha),   295 ,   59 ,   10 ,   8 ,   5 ,   32 ,   4 ,   127 ,   2 ,   3 
Com pastagens permanentes,,expl (nº),  5 079 ,   568 ,   195 ,   191 ,   124 ,   57 ,   1 ,  2 724 ,   166 ,   4 
,,área (ha),  33 033 ,  3 020 ,  1 953 ,   413 ,   490 ,   163 ,... ,  14 534 ,  1 733 ,   16 
Pastagens permanentes,,expl (nº),  9 640 ,  2 324 ,   293 ,   549 ,   911 ,   549 ,   22 ,  2 958 ,   162 ,   63 
,,área (ha),  785 289 ,  150 284 ,  65 038 ,  25 736 ,  32 776 ,  25 173 ,  1 561 ,  204 209 ,  16 761 ,  5 208 
Em terra limpa,,expl (nº),  6 097 ,  1 624 ,   204 ,   389 ,   676 ,   339 ,   16 ,  1 967 ,   131 ,   47 
,,área (ha),  272 552 ,  49 368 ,  19 568 ,  5 876 ,  17 201 ,  5 685 ,  1 038 ,  67 427 ,  7 639 ,  2 949 
Sob-coberto de matas e florestas,,expl (nº),  5 503 ,  1 348 ,   208 ,   375 ,   404 ,   352 ,   9 ,  1 681 ,   72 ,   25 
,,área (ha),  512 726 ,  100 912 ,  45 471 ,  19 860 ,  15 573 ,  19 485 ,   523 ,  136 774 ,  9 122 ,  2 258 
Matas e florestas sem culturas sob-coberto,,expl (nº),  5 689 ,  1 761 ,   78 ,   364 ,   766 ,   488 ,   65 ,  2 366 ,   21 ,   86 
,,área (ha),  189 791 ,  56 659 ,  21 151 ,  9 267 ,  16 655 ,  7 784 ,  1 802 ,  50 360 ,  1 649 ,  1 371 
Superfície Agrícola não utilizada,,expl (nº),  2 268 ,   780 ,   113 ,   443 ,   160 ,   59 ,   5 ,   663 ,   3 ,   6 
,,área (ha),  14 168 ,  3 771 ,  1 209 ,   989 ,  1 318 ,   247 ,   8 ,  3 054 ,   17 ,   32 
Outras superfícies,,expl (nº),  28 596 ,  5 526 ,   817 ,   987 ,  1 889 ,  1 617 ,   216 ,  9 561 ,   344 ,   437 
,,área (ha),  30 883 ,  5 169 ,  1 675 ,   608 ,  1 834 ,  1 005 ,   47 ,  7 606 ,   577 ,   295 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
