Explorações segundo o número de caprinos,,,,,,,,,,
,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,
,Nut III,,,,,,,,,
,,Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 499,> = 500
Algarve,,,expl (nº),"1,422","1,014",152,132,71,53,- 
,,,efect (nº),"22,351","3,041","2,054","4,020","4,908","8,328",- 
,Algarve,,expl (nº),"1,422","1,014",152,132,71,53,- 
,,,efect (nº),"22,351","3,041","2,054","4,020","4,908","8,328",- 
,,Albufeira,expl (nº),28,20,3,2,1,2,- 
,,,efect (nº),596,72,36,... ,... ,... ,- 
,,Alcoutim,expl (nº),128,93,9,15,4,7,- 
,,,efect (nº),"2,120",238,123,474,224,"1,061",- 
,,Aljezur,expl (nº),23,12,5,2,1,3,- 
,,,efect (nº),668,40,55,... ,... ,455,- 
,,Castro Marim,expl (nº),122,69,4,15,25,9,- 
,,,efect (nº),"3,960",155,51,514,"1,798","1,442",- 
,,Faro,expl (nº),55,46,3,4,1,1,- 
,,,efect (nº),448,154,42,89,... ,... ,- 
,,Lagoa,expl (nº),22,17,3,- ,2,- ,- 
,,,efect (nº),277,74,32,- ,... ,- ,- 
,,Lagos,expl (nº),61,44,11,4,2,- ,- 
,,,efect (nº),564,153,151,108,... ,- ,- 
,,Loulé,expl (nº),278,208,24,29,12,5,- 
,,,efect (nº),"3,233",587,318,877,777,674,- 
,,Monchique,expl (nº),108,71,20,10,5,2,- 
,,,efect (nº),"1,621",273,270,298,339,... ,- 
,,Olhão,expl (nº),42,33,3,4,2,- ,- 
,,,efect (nº),421,100,45,109,... ,- ,- 
,,Portimão,expl (nº),42,28,5,5,- ,4,- 
,,,efect (nº),929,105,69,165,- ,590,- 
,,São Brás de Alportel,expl (nº),53,37,5,9,2,- ,- 
,,,efect (nº),582,100,70,306,... ,- ,- 
,,Silves,expl (nº),189,127,30,16,9,7,- 
,,,efect (nº),"2,934",404,423,458,669,980,- 
,,Tavira,expl (nº),223,184,23,7,3,6,- 
,,,efect (nº),"1,952",483,310,208,186,765,- 
,,Vila do Bispo,expl (nº),21,9,4,5,- ,3,- 
,,,efect (nº),"1,017",38,59,143,- ,777,- 
,,Vila Real de Santo António,expl (nº),27,16,- ,5,2,4,- 
,,,efect (nº),"1,029",65,- ,143,... ,662,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
