Explorações com rega e drenagem,,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 2/2
,,,,Loulé,Monchique,Olhão,Portimão,São Brás de Alportel,Silves,Tavira,Vila do Bispo,Vila Real de Santo António
Superfície irrigável,,,expl (nº),"2,310",722,950,521,345,"2,519","1,746",93,264
,,,área (ha),"3,413",889,"2,303",993,338,"8,293","3,668",119,685
Sistema de rega ,,,,,,,,,,,,
,Colectivo estatal,,expl (nº),58,26,31,178,12,571,151,6,42
,Colectivo privado,,expl (nº),477,109,107,9,76,277,202,1,1
,Individual,,expl (nº),"1,867",625,834,402,264,"1,862","1,570",90,239
Origem das águas de rega,,,,,,,,,,,,
,"Furo, poço, nascente",,expl (nº),"2,150",571,948,337,327,"1,921","1,700",86,240
,Albufeira (barragem),,expl (nº),30,66,2,179,3,534,162,1,45
,Açude,,expl (nº),4,51,1,- ,1,3,2,- ,- 
,Charca,,expl (nº),148,26,- ,97,7,269,3,5,- 
,Curso de água natural,,expl (nº),69,121,- ,8,6,86,60,4,2
,Outra,,expl (nº),33,1,- ,2,8,16,9,2,- 
Método de colocação de água no terreno,,,,,,,,,,,,
,Sem elevação,,expl (nº),244,467,32,210,30,461,175,5,41
,Com elevação,,expl (nº),"2,160",370,921,407,319,"2,214","1,680",90,245
,,Motor electrico,expl (nº),"1,624",261,860,348,256,"1,938","1,291",32,224
,,Motor a carburante,expl (nº),616,126,86,68,66,355,583,61,34
,,Outros meios,expl (nº),68,1,4,1,14,15,33,- ,- 
Superfície drenada,,,expl (nº),100,- ,6,7,2,25,3,- ,- 
,,,área (ha),146,- ,122,21,... ,87,3,- ,- 
Superfície com encharcamento,,,expl (nº),21,1,- ,10,3,35,8,- ,- 
,,,área (ha),12,... ,- ,6,2,44,14,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,,
