"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Página 2)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/2
,,,Loulé,Monchique,Olhão ,Portimão,São Brás de Alportel,Silves,Tavira,Vila do Bispo,Vila Real de Santo António
Explorações agrícolas,,expl. (nº),"3,602",775,"1,165",567,563,"3,109","2,163",169,323
,,SAU (ha),"16,836","2,983","4,407","3,026","1,867","15,678","12,260","2,555","2,162"
,Sem SAU,expl. (nº),29,36,4,6,2,34,11,- ,8
,> 0 a < 1,expl. (nº),837,375,343,224,142,692,400,18,97
,,SAU (ha),486,190,203,144,83,393,258,11,49
,1 a < 2,expl. (nº),832,209,294,139,135,743,471,22,72
,,SAU (ha),"1,167",285,423,203,194,"1,040",693,30,104
,2 a < 5,expl. (nº),"1,031",97,336,112,193,872,593,50,58
,,SAU (ha),"3,306",293,"1,022",346,632,"2,744","1,965",158,188
,5 a < 10,expl. (nº),530,29,121,48,59,419,357,26,41
,,SAU (ha),"3,655",192,852,328,393,"2,876","2,500",191,282
,10 a < 20,expl. (nº),247,16,42,19,24,215,237,31,23
,,SAU (ha),"3,344",236,577,255,302,"2,960","3,344",434,300
,20 a < 50,expl. (nº),75,6,17,12,6,105,75,14,21
,,SAU (ha),"2,258",185,467,391,152,"3,070","2,189",453,626
,50 a < 100,expl. (nº),15,3,4,6,2,23,17,2,- 
,,SAU (ha),"1,023",217,254,384,... ,"1,594","1,065",... ,- 
,>= 100,expl. (nº),6,4,4,1,- ,6,2,6,3
,,SAU (ha),"1,603","1,382",609,... ,- ,"1,000",... ,"1,123",614
Classes de dimensão económica (UDE),,expl. (nº),"3,602",775,"1,164",567,561,"3,108","2,160",168,323
,,SAU (ha),"16,836","2,983","4,405","3,026","1,861","15,673","12,255","2,551","2,162"
,> 0 a < 2,expl. (nº),"1,839",372,527,191,342,"1,093",855,61,124
,,SAU (ha),"2,793",278,661,330,556,"1,694","1,639",338,222
,2 a < 4,expl. (nº),827,186,229,145,120,636,491,51,73
,,SAU (ha),"3,308",396,536,221,454,"1,732","2,173",247,180
,4 a < 8,expl. (nº),547,112,210,114,66,546,386,27,53
,,SAU (ha),"3,873",392,749,390,409,"2,586","2,519",440,214
,8 a < 16,expl. (nº),243,54,97,66,23,439,236,12,38
,,SAU (ha),"2,712",437,597,391,235,"2,809","2,035",289,332
,16 a < 40,expl. (nº),109,30,65,35,7,256,147,13,24
,,SAU (ha),"1,933",393,433,378,68,"2,742","2,247",535,523
,40 a < 100,expl. (nº),23,16,25,12,2,113,32,4,9
,,SAU (ha),700,"1,082",653,248,... ,"2,719",921,701,289
,> = 100,expl. (nº),14,5,11,4,1,25,13,- ,2
,,SAU (ha),"1,520",4,774,"1,068",... ,"1,391",719,- ,... 
OTE,,expl. (nº),"3,602",775,"1,165",567,563,"3,109","2,163",169,323
,,SAU (ha),"16,836","2,983","4,407","3,026","1,867","15,678","12,260","2,555","2,162"
Cereais plantas olea./proteaginosas,,expl. (nº),7,2,1,3,1,43,14,36,- 
,,SAU (ha),385,... ,... ,32,... ,402,78,776,- 
Culturas agrícolas diversas,,expl. (nº),31,108,12,11,45,43,51,2,14
,,SAU (ha),190,163,40,32,101,347,233,... ,38
Horticultura,,expl. (nº),31,7,81,46,3,24,28,18,63
,,SAU (ha),80,18,479,75,5,90,57,35,65
