Utilização das terras (Página 2),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/2
,,,Loulé,Monchique,Olhão,Portimão,São Brás de Alportel,Silves,Tavira,Vila do Bispo,Vila Real de Santo António
Superfície Total,,expl (nº),"3,602",775,"1,165",567,563,"3,109","2,163",169,323
 ,,área (ha),"34,928","13,391","5,436","6,538","5,396","34,451","34,732","6,972","2,704"
Superfície Agrícola Utilizada (SAU),,expl (nº),"3,573",739,"1,161",561,561,"3,075","2,152",169,315
 ,,área (ha),"16,836","2,983","4,407","3,026","1,867","15,678","12,260","2,555","2,162"
Terra arável,,expl (nº),"1,979",667,651,430,335,"1,569","1,599",161,283
,,área (ha),"3,842","1,001",909,940,505,"3,697","4,451","2,146",832
,Terra arável limpa,expl (nº),"1,975",665,620,430,335,"1,566","1,596",161,283
,,área (ha),"3,824",963,875,940,494,"3,451","4,401","2,146",832
,Culturas temporárias,expl (nº),948,427,268,256,152,793,"1,200",150,235
,,área (ha),"2,502",783,388,639,203,"2,342","2,066","1,403",305
,Pousio (com e sem ajuda),expl (nº),574,15,367,149,196,621,932,63,187
,,área (ha),"1,140",77,460,289,272,"1,006","2,225",737,518
,Horta familiar,expl (nº),"1,565",633,241,212,191,"1,025","1,110",59,80
,,área (ha),183,103,26,11,19,105,108,8,8
,Culturas sob-coberto matas e florestas,expl (nº),8,9,31,1,5,29,26,- ,- 
,,área (ha),18,39,34,... ,11,245,52,- ,- 
,Culturas temporárias,expl (nº),6,8,- ,1,3,23,17,- ,- 
,,área (ha),8,39,- ,... ,8,147,36,- ,- 
,Pousio (com e sem ajuda),expl (nº),2,1,31,- ,2,7,11,- ,- 
,,área (ha),... ,... ,34,- ,... ,98,15,- ,- 
Culturas permanentes,,expl (nº),"3,517",584,"1,123",511,533,"2,886","2,102",52,261
,,área (ha),"12,226",422,"3,474","1,546","1,326","10,045","7,337",71,"1,086"
,Sem culturas sob-coberto,expl (nº),"3,503",574,"1,107",493,524,"2,856","2,090",52,247
,,área (ha),"12,020",405,"3,382","1,481","1,270","9,874","6,976",71,619
,Com culturas temporárias,expl (nº),239,29,88,41,60,134,411,- ,42
,,área (ha),151,10,51,16,37,87,234,- ,54
,Com pousio (com e sem ajuda),expl (nº),16,1,9,32,15,39,90,- ,23
,,área (ha),10,... ,7,9,13,40,66,- ,51
,Com horta familiar,expl (nº),266,47,183,21,78,170,198,- ,16
,,área (ha),21,8,22,1,6,10,9,- ,1
,Com pastagens permanentes,expl (nº),19,1,10,7,1,18,20,- ,3
,,área (ha),22,... ,11,39,... ,36,50,- ,360
Pastagens permanentes,,expl (nº),39,87,13,44,14,201,86,34,10
,,área (ha),771,"1,559",23,540,36,"1,935",472,338,244
,Em terra limpa,expl (nº),38,86,12,44,11,178,82,34,9
,,área (ha),292,"1,540",23,540,20,"1,184",463,338,219
,Sob-coberto de matas e florestas,expl (nº),7,4,1,- ,5,63,7,- ,1
,,área (ha),480,19,... ,- ,16,752,9,- ,... 
Matas e florestas sem culturas sob-coberto,,expl (nº),"1,248",558,160,86,228,622,689,35,13
,,área (ha),"12,216","6,915",332,"1,029","2,580","11,187","5,129",807,165
Superfície Agrícola não utilizada,,expl (nº),"2,096",557,395,278,320,"1,602","1,723",103,96
,,área (ha),"5,514","3,369",608,"2,370",906,"7,279","16,885","3,544",352
Outras superfícies,,expl (nº),"2,922",762,"1,031",549,510,"2,740","1,863",123,200
,,área (ha),357,124,89,114,43,309,460,64,25
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região do Algarve."
