Efectivo animal (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/4
,,,Algarve,,Algarve,,Albufeira,,Alcoutim,,Aljezur,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,902,"12,008",902,"12,008",12,603,24,172,169,"2,233"
Bovinos com menos de 1 ano,,,640,"3,439",640,"3,439",10,247,19,45,126,489
,Vitelos de carne (para abate < 1 ano),,176,969,176,969,7,44,6,8,35,162
,Outros vitelos,,520,"2,470",520,"2,470",5,203,14,37,105,327
,,Machos,343,"1,145",343,"1,145",3,180,8,16,60,113
,,Fêmeas,408,"1,325",408,"1,325",5,23,10,21,94,214
Bovinos de 1 a menos de 2 anos,,,352,"2,000",352,"2,000",4,322,17,36,72,170
,Machos,,190,954,190,954,3,276,9,10,31,41
,Fêmeas reprodutoras,,233,902,233,902,2,... ,10,20,49,115
,Fêmeas não reprodutoras,,35,144,35,144,2,... ,5,6,4,14
Bovinos de 2 anos e mais,,,795,"6,569",795,"6,569",6,34,21,91,162,"1,574"
,Machos,,197,326,197,326,2,... ,4,4,53,61
,Novilhas reprodutoras,,196,"1,113",196,"1,113",2,... ,7,26,10,24
,Novilhas não reprodutoras,,13,20,13,20,- ,- ,- ,- ,4,8
,Vacas leiteiras,,98,839,98,839,- ,- ,5,16,2,... 
,Outras vacas,,562,"4,271",562,"4,271",4,20,13,45,158,"1,472"
SUÍNOS,,,"4,174","67,558","4,174","67,558",90,472,253,"1,446",307,"3,081"
,Suínos com menos de 20 kg de PV,,"1,056","21,831","1,056","21,831",18,169,114,446,33,905
,Fêmeas reprodutoras de 50 kg de PV e mais,,"1,080","9,651","1,080","9,651",26,107,38,147,31,270
,Outros suínos,,"3,506","36,076","3,506","36,076",76,196,160,853,299,"1,906"
OVINOS,,,"1,793","68,217","1,793","68,217",48,"2,605",231,"14,098",29,"1,055"
,Fêmeas reprodutoras,,"1,719","55,888","1,719","55,888",43,"2,106",227,"12,079",27,883
,Outros ovinos,,"1,211","12,329","1,211","12,329",33,499,152,"2,019",20,172
CAPRINOS,,,"1,422","22,351","1,422","22,351",28,596,128,"2,120",23,668
,Fêmeas reprodutoras,,"1,390","18,988","1,390","18,988",27,549,126,"1,961",23,615
,Outros caprinos,,602,"3,363",602,"3,363",7,47,46,159,6,53
EQUÍDEOS,,Fêmeas reprodutoras,"2,889","4,465","2,889","4,465",37,55,418,524,195,262
,Gado equino,Outros equinos,389,"1,282",389,"1,282",18,35,19,32,27,77
,,,206,530,206,530,12,22,4,13,16,35
,,,290,752,290,752,11,13,16,19,17,42
,Gado asinino,,"1,687","2,085","1,687","2,085",5,6,342,400,41,47
,Gado muar,,"1,019","1,098","1,019","1,098",14,14,86,92,136,138
COELHAS reprodutoras,,,"1,641","3,799","1,641","3,799",70,187,51,89,169,353
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"7,494","60,815","7,494","60,815",348,"2,516",499,"1,958",367,"2,269"
,Galinhas poedeiras e reprodutoras,,"10,638","133,470","10,638","133,470",530,"4,021",694,"5,465",497,"5,128"
,Perús,,822,"2,643",822,"2,643",35,85,53,129,33,67
,"Patos, Gansos e pintadas",,"2,461","17,583","2,461","17,583",139,740,81,354,115,823
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,757,"36,541",757,"36,541",14,"1,315",100,"1,594",26,"2,774"
,Número de cortiços povoadas,,532,"6,520",532,"6,520",1,... ,118,"1,132",10,64
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,,
