Culturas regadas (Outras excepto a da horta familiar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Pág. 2/2,,,,,,,,,,,,,,,,,,,,,,,,,
REGIÃO AGRÁRIA,,Girasol,Tomate para indústria,Hortícolas              ao ar livre,"Prados, Pastagens Permanentes",Pomares excepto citrinos,Citrinos,Vinha para uva de mesa,Vinha para Vinho,Olival,Outras excepto a da horta familiar,,,,,,,,,,,,,,,,,,,,,,,,,
Ilha / Concelho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADEIRA,expl (nº),- ,- ,- ,   73 ,  5 275 ,   992 ,   57 ,  7 238 ,- ,  9 276 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,   35 ,   889 ,   91 ,   2 ,  1 103 ,- ,  1 346 ,,,,,,,,,,,,,,,,,,,,,,,,,
Ilha da Madeira,expl (nº),- ,- ,- ,   73 ,  5 273 ,   992 ,   39 ,  7 203 ,- ,  9 259 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,   35 ,   888 ,   91 ,   1 ,  1 086 ,- ,  1 339 ,,,,,,,,,,,,,,,,,,,,,,,,,
Calheta,expl (nº),- ,- ,- ,- ,   628 ,   35 ,   2 ,  1 125 ,- ,  1 396 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,- ,   84 ,   1 ,... ,   116 ,- ,   155 ,,,,,,,,,,,,,,,,,,,,,,,,,
Câmara de Lobos,expl (nº),- ,- ,- ,   1 ,   606 ,   139 ,   10 ,  1 141 ,- ,   740 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,... ,   133 ,   7 ,   1 ,   163 ,- ,   104 ,,,,,,,,,,,,,,,,,,,,,,,,,
Funchal,expl (nº),- ,- ,- ,   3 ,  1 031 ,   62 ,   12 ,   406 ,- ,   215 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,   22 ,   202 ,   4 ,o ,   24 ,- ,   36 ,,,,,,,,,,,,,,,,,,,,,,,,,
Machico,expl (nº),- ,- ,- ,   2 ,   457 ,   64 ,   1 ,   450 ,- ,  1 204 ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,... ,   41 ,   3 ,... ,   58 ,- ,   177 ,,,,,,,,,,,,,,,,,,,,,,,,,
Ponta do Sol,expl (nº),- ,- ,- ,   43 ,   724 ,   53 ,   3 ,   317 ,- ,   842 
,área regada (ha),- ,- ,- ,   6 ,   163 ,   4 ,o ,   16 ,- ,   175 
Porto Moniz,expl (nº),- ,- ,- ,- ,   56 ,   12 ,- ,   332 ,- ,   480 
,área regada (ha),- ,- ,- ,- ,   10 ,o ,- ,   81 ,- ,   59 
Ribeira Brava,expl (nº),- ,- ,- ,   4 ,   674 ,   132 ,   3 ,  1 047 ,- ,  1 195 
,área regada (ha),- ,- ,- ,o ,   86 ,   12 ,o ,   75 ,- ,   115 
Santa Cruz,expl (nº),- ,- ,- ,   5 ,   400 ,   98 ,   5 ,   259 ,- ,   864 
,área regada (ha),- ,- ,- ,   3 ,   65 ,   7 ,o ,   17 ,- ,   172 
Santana,expl (nº),- ,- ,- ,   15 ,   556 ,   304 ,   2 ,  1 058 ,- ,  1 446 
,área regada (ha),- ,- ,- ,   3 ,   84 ,   43 ,... ,   292 ,- ,   277 
São Vicente,expl (nº),- ,- ,- ,- ,   141 ,   93 ,   1 ,  1 068 ,- ,   877 
,área regada (ha),- ,- ,- ,- ,   20 ,   10 ,... ,   244 ,- ,   69 
Ilha de Porto Santo ( Porto Santo ),expl (nº),- ,- ,- ,- ,   2 ,- ,   18 ,   35 ,- ,   17 
,área regada (ha),- ,- ,- ,- ,... ,- ,   1 ,   17 ,- ,   7 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma da Madeira",,,,,,,,,,,
