Culturas regadas (Beterraba sacarina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Pág. 1/2,,,,,,,,,,,,,,,,,,,,,,,,,
REGIÃO AGRÁRIA,,Trigo mole,Trigo duro,Milho híbrido,Milho regional,Arroz,Milho para silagem,Milharada,Outras culturas forrageiras,Prados temporários,Batata excepto a da horta familiar,Beterraba sacarina,,,,,,,,,,,,,,,,,,,,,,,,,
Ilha / Concelho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADEIRA,expl (nº),   248 ,- ,- ,  1 932 ,- ,   289 ,- ,   248 ,   22 ,  9 154 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),   36 ,- ,- ,   98 ,- ,   27 ,- ,   24 ,   2 ,  1 383 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Ilha da Madeira,expl (nº),   239 ,- ,- ,  1 932 ,- ,   285 ,- ,   248 ,   22 ,  9 151 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),   26 ,- ,- ,   98 ,- ,   25 ,- ,   24 ,   2 ,  1 383 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Calheta,expl (nº),   112 ,- ,- ,   288 ,- ,   96 ,- ,   39 ,- ,  1 596 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),   10 ,- ,- ,   10 ,- ,   7 ,- ,   3 ,- ,   182 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Câmara de Lobos,expl (nº),- ,- ,- ,   3 ,- ,- ,- ,   2 ,- ,   799 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,o ,- ,- ,- ,... ,- ,   120 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Funchal,expl (nº),- ,- ,- ,   8 ,- ,- ,- ,   2 ,- ,   254 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),- ,- ,- ,o ,- ,- ,- ,... ,- ,   24 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Machico,expl (nº),   3 ,- ,- ,   531 ,- ,   15 ,- ,   4 ,   2 ,   770 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
,área regada (ha),o ,- ,- ,   22 ,- ,o ,- ,o ,... ,   82 ,- ,,,,,,,,,,,,,,,,,,,,,,,,,
Ponta do Sol,expl (nº),   12 ,- ,- ,   97 ,- ,- ,- ,   96 ,   19 ,   774 ,- 
,área regada (ha),   1 ,- ,- ,   3 ,- ,- ,- ,   3 ,   2 ,   117 ,- 
Porto Moniz,expl (nº),   12 ,- ,- ,   113 ,- ,   133 ,- ,   49 ,- ,   508 ,- 
,área regada (ha),   3 ,- ,- ,   4 ,- ,   16 ,- ,   4 ,- ,   107 ,- 
Ribeira Brava,expl (nº),   20 ,- ,- ,   76 ,- ,   34 ,- ,   25 ,   1 ,  1 387 ,- 
,área regada (ha),   1 ,- ,- ,   2 ,- ,   2 ,- ,   3 ,... ,   216 ,- 
Santa Cruz,expl (nº),   7 ,- ,- ,   64 ,- ,   3 ,- ,   14 ,- ,   647 ,- 
,área regada (ha),   1 ,- ,- ,   2 ,- ,o ,- ,   4 ,- ,   65 ,- 
Santana,expl (nº),   73 ,- ,- ,   651 ,- ,- ,- ,   17 ,- ,  1 426 ,- 
,área regada (ha),   10 ,- ,- ,   53 ,- ,- ,- ,   3 ,- ,   295 ,- 
São Vicente,expl (nº),- ,- ,- ,   101 ,- ,   4 ,- ,- ,- ,   990 ,- 
,área regada (ha),- ,- ,- ,   2 ,- ,o ,- ,- ,- ,   175 ,- 
Ilha de Porto Santo ( Porto Santo ),expl (nº),   9 ,- ,- ,- ,- ,   4 ,- ,- ,- ,   3 ,- 
,área regada (ha),   10 ,- ,- ,- ,- ,   2 ,- ,- ,- ,o ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma da Madeira",,,,,,,,,,,,
