"lon" "lat" "cbs" "bio_01ZAF" "bio_02ZAF" "bio_03ZAF" "bio_04ZAF" "bio_05ZAF" "bio_06ZAF" "bio_07ZAF" "bio_08ZAF" "bio_09ZAF" "bio_10ZAF" "bio_11ZAF" "bio_12ZAF" "bio_13ZAF" "bio_14ZAF" "bio_15ZAF" "bio_16ZAF" "bio_17ZAF" "bio_18ZAF" "bio_19ZAF" "bio_20ZAF" "bio_21ZAF" "bio_22ZAF" "bio_23ZAF" "bio_24ZAF" "koppen" "ID_province" "province" "ID_district" "district" "cbs_low"
"22" 30.25 -22.5 1 22.948 12.875 58.43 3100.26 32.01 10.194 21.816 26.175 18.371 26.175 18.371 462.6 95.95 2.35 87.58 268.48 11.63 268.48 11.63 273.63 84.484 188.564 84.484 188.564 "BSh" 5 "Limpopo" 216 "Messina" 2
"23" 28.6666666666667 -22.5833333333333 1 21.3797872340426 15.4372340425532 56 4031.34042553192 32.6074468085106 5.21595744680851 27.3914893617021 25.4414893617021 15.5882978723404 25.4936170212766 15.5882978723404 343.063829787234 70.1595744680851 0.25531914893617 88.531914893617 192.872340425532 3.25531914893617 184.244680851064 3.25531914893617 208.702127659574 77.2372340425532 178.746808510638 77.2372340425532 178.746808510638 "BWh" 5 "Limpopo" 225 "Potgietersrus" 2
"24" 28.8333333333333 -22.5833333333333 1 21.256 15.41 56 3960.71 32.385 5.185 27.2 25.269 15.547 25.284 15.547 350.45 71.53 0.48 87.19 196.14 4.47 188.69 4.47 213.47 76.632 177.385 76.632 177.385 "BWh" 5 "Limpopo" 225 "Potgietersrus" 2
"25" 29.3333333333333 -22.5833333333333 1 20.702 14.736 57.13 3639.31 31.152 5.647 25.505 24.442 15.419 24.442 15.419 393.79 80.8 1 86.04 221.66 7.68 221.66 7.68 241 74.669 171.967 74.669 171.967 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"26" 30.0833333333333 -22.5833333333333 1 22.254 12.765 58 3119.31 31.253 9.444 21.809 25.513 17.662 25.513 17.662 481.3 98.17 3.23 85.85 274.45 14.45 274.45 14.45 284.7 81.696 183.103 81.696 183.103 "BSh" 5 "Limpopo" 216 "Messina" 2
"27" 30.1666666666667 -22.5833333333333 1 22.565 12.738 58.19 3068.73 31.535 9.887 21.648 25.779 18.028 25.779 18.028 488.8 99.75 3.15 86.27 280.58 13.89 280.58 13.89 287.39 82.953 185.394 82.953 185.394 "BSh" 5 "Limpopo" 216 "Messina" 2
"28" 30.25 -22.5833333333333 1 22.521 12.59 58.88 2982.78 31.4 10.149 21.251 25.663 18.118 25.663 18.118 527.79 107.33 3.55 86.33 303.78 15.16 303.78 15.16 306.04 82.915 184.864 82.915 184.864 "BSh" 5 "Limpopo" 216 "Messina" 2
"29" 30.4166666666667 -22.5833333333333 1 22.498 12.524 59.57 2883.28 31.369 10.48 20.889 25.581 18.252 25.581 18.252 585.19 118.24 3.97 86.52 337.97 16.39 337.97 16.39 331.39 82.936 184.443 82.936 184.443 "BSh" 5 "Limpopo" 208 "Dzanani" 2
"30" 30.9166666666667 -22.5833333333333 1 22.805 13.266 60.33 2897.71 32.531 10.732 21.799 25.886 18.629 25.886 18.629 559.85 114.39 3.25 88.53 329.63 13.2 329.63 13.2 316.65 84.437 187.287 84.437 187.287 "BSh" 5 "Limpopo" 233 "Thohoyandou" 1
"31" 28.3333333333333 -22.6666666666667 1 21.206 15.243 55 4148.33 32.482 5.103 27.379 25.335 15.283 25.46 15.283 373.75 76.11 1 89.23 211.5 4.42 202.47 5.53 228.05 76.721 177.942 76.721 177.942 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"32" 28.75 -22.6666666666667 1 21.18 15.332 56 3966.15 32.35 5.219 27.131 25.195 15.482 25.222 15.482 357.74 72.56 1 87.21 200.21 4.96 192.35 4.96 217.91 76.519 176.992 76.519 176.992 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"33" 30.0833333333333 -22.6666666666667 1 22.091 12.721 58.03 3083.45 31.077 9.38 21.697 25.344 17.551 25.344 17.551 512.09 102.93 3.94 85.3 291.64 16.06 291.64 16.06 300.18 80.995 181.636 80.995 181.636 "BSh" 5 "Limpopo" 216 "Messina" 2
"34" 30.1666666666667 -22.6666666666667 1 21.964 12.453 58.48 2971.11 30.761 9.658 21.103 25.108 17.576 25.108 17.576 576.16 115.43 4.84 85.1 328.05 18.98 328.05 18.98 331.25 80.691 180.373 80.691 180.373 "BSh" 5 "Limpopo" 216 "Messina" 2
"35" 30.25 -22.6666666666667 1 21.492 12.105 58.9 2853.74 30.06 9.68 20.38 24.528 17.283 24.528 17.283 687.25 136.86 6.57 84.43 389.39 24.46 389.39 24.46 384.29 79.047 176.397 79.047 176.397 "BSh" 5 "Limpopo" 216 "Messina" 2
"36" 30.8333333333333 -22.6666666666667 1 21.727 12.36 60.47 2701.55 30.777 10.51 20.267 24.658 17.813 24.658 17.813 713.71 145.97 5.79 85.79 408.42 21.16 408.42 21.16 387.75 80.393 178.253 80.393 178.253 "BSh" 5 "Limpopo" 233 "Thohoyandou" 1
"37" 28.5 -22.75 1 20.847 15.077 55.3 4024.65 32.025 5.071 26.954 24.849 15.09 24.963 15.09 393.5 80.4 1 88.94 222.2 4.73 212.87 5.03 240.18 75.428 174.689 75.428 174.689 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"38" 28.75 -22.75 1 21.017 15.214 56.01 3928.21 32.084 5.209 26.875 24.958 15.346 25.001 15.346 373.38 75.79 1 87.86 209.36 5.04 201.48 5.04 228.37 75.869 175.447 75.869 175.447 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"39" 29.1666666666667 -22.75 1 20.406 14.814 57.75 3626.81 30.84 5.322 25.518 24.084 15.131 24.084 15.131 407.37 82.06 1 86.1 227.48 8.3 227.33 8.3 250.48 73.599 169.507 73.599 169.507 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"40" 29.25 -22.75 1 20.543 14.76 57.59 3625.09 30.955 5.494 25.461 24.251 15.289 24.251 15.289 398.9 79.77 1 85.63 222.26 8.61 222.09 8.61 245.02 74.065 170.603 74.065 170.603 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"41" 29.3333333333333 -22.75 1 20.73 14.697 57.52 3603.24 31.067 5.748 25.319 24.433 15.486 24.433 15.486 388.56 77.37 1 85.54 216.94 8.03 216.94 8.03 239.16 74.797 172.039 74.797 172.039 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"42" 30.0833333333333 -22.75 1 21.276 12.405 58.16 2987.65 30.039 8.938 21.101 24.445 16.877 24.445 16.877 622.4 123.46 5.92 84.02 351.73 22.69 351.73 22.69 356.38 77.913 174.905 77.913 174.905 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"43" 30.3333333333333 -22.75 1 18.85 11.166 57.75 2817.94 26.972 7.794 19.178 21.808 14.704 21.808 14.704 1187.45 236.9 16.36 81.19 652.09 56.93 652.09 56.93 618.08 68.729 155.293 68.729 155.293 "Csc" 5 "Limpopo" 219 "Mutali" 2
"44" 30.4166666666667 -22.75 1 19.224 11.147 58.38 2733.32 27.316 8.371 18.945 22.116 15.203 22.116 15.203 1158.54 230.53 15.44 81.58 637.81 53.22 637.81 53.22 601.81 70.267 158.047 70.267 158.047 "Csc" 5 "Limpopo" 219 "Mutali" 1
"45" 30.5 -22.75 1 20.824 11.561 59.68 2619.95 29.18 9.954 19.226 23.692 16.978 23.692 16.978 916.34 184.87 10.11 83.48 512.04 34.72 512.04 34.72 484.65 76.632 170.494 76.632 170.494 "Csc" 5 "Limpopo" 219 "Mutali" 1
"46" 30.5833333333333 -22.75 1 21.69 11.927 60.11 2624.81 30.303 10.64 19.663 24.598 17.853 24.598 17.853 779.78 161.18 7.31 84.73 440.34 25.15 440.34 25.15 417.23 80.007 177.405 80.007 177.405 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"47" 30.6666666666667 -22.75 1 21.222 11.794 60.51 2598.3 29.729 10.376 19.353 24.094 17.442 24.094 17.442 842.64 172.35 8.46 84.21 473.44 28.4 473.44 28.4 446.15 78.318 173.775 78.318 173.775 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"48" 30.75 -22.75 1 20.916 11.752 60.43 2600.87 29.438 10.161 19.277 23.77 17.132 23.77 17.132 869.48 176.38 8.91 83.91 487.24 30.11 487.24 30.11 458.5 77.146 171.379 77.146 171.379 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"49" 30.8333333333333 -22.75 1 22.038 12.528 60.13 2752.2 31.243 10.606 20.637 25.057 18.07 25.057 18.07 675.37 140.72 5.56 86 385.02 19.24 385.02 19.24 365.95 81.383 180.782 81.383 180.782 "BSh" 5 "Limpopo" 233 "Thohoyandou" 1
"50" 30.9166666666667 -22.75 1 22.607 13.027 60.09 2862.04 32.277 10.756 21.521 25.715 18.502 25.715 18.502 578.09 121.33 4.1 87.19 333.64 14.29 333.64 14.29 320.25 83.556 185.669 83.556 185.669 "BSh" 5 "Limpopo" 214 "Malamulela" 1
"51" 28.1666666666667 -22.8333333333333 1 21.316 15.204 54.71 4272.7 32.71 5.099 27.611 25.569 15.238 25.714 15.215 386.26 75.29 1 88.82 217.61 5.11 209.27 9.01 234.94 77.009 179.172 77.009 179.172 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"52" 28.25 -22.8333333333333 1 20.919 15.038 54.93 4161.91 32.224 5.028 27.196 25.039 15.003 25.219 14.984 404.69 80.4 1 89.29 228.62 5.7 219.79 9.58 246.81 75.73 175.864 75.73 175.864 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"53" 28.3333333333333 -22.8333333333333 1 20.599 14.913 55 4068.44 31.788 4.947 26.841 24.593 14.791 24.783 14.776 422.14 85.21 1 89.07 238.34 6.25 228.77 10.33 257.07 74.571 172.977 74.571 172.977 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"54" 29.1666666666667 -22.8333333333333 1 20.398 14.814 57.37 3652.83 30.873 5.296 25.577 24.149 15.12 24.149 15.12 407.31 81.11 1 85.44 225.72 8.86 225.65 8.86 249.86 73.543 169.634 73.543 169.634 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"55" 29.25 -22.8333333333333 1 20.538 14.772 57.59 3643.64 30.946 5.458 25.488 24.292 15.255 24.292 15.255 397.93 78.67 1 85.59 220.38 8.62 220.38 8.62 244.66 73.948 170.585 73.948 170.585 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"56" 29.3333333333333 -22.8333333333333 1 20.419 14.6 57.72 3591.7 30.672 5.532 25.14 24.112 15.199 24.112 15.199 408.07 80.62 1 85.27 226.18 9.47 226.18 9.47 250.64 73.546 169.481 73.546 169.481 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"57" 29.8333333333333 -22.8333333333333 1 20.702 13.141 57.84 3240.92 29.954 7.401 22.553 24.096 15.956 24.096 15.956 521.39 101.84 4.04 83.53 292.13 18.24 292.13 18.24 309.1 75.222 170.931 75.222 170.931 "BSh" 5 "Limpopo" 230 "Soutpansberg" 1
"58" 29.9166666666667 -22.8333333333333 1 20.52 12.753 57.79 3140.37 29.522 7.635 21.887 23.807 15.911 23.807 15.911 599.58 117.86 5.37 83.22 335.88 22.73 335.88 22.73 348 74.711 169.258 74.711 169.258 "BSh" 5 "Limpopo" 230 "Soutpansberg" 1
"59" 30 -22.8333333333333 1 19.658 12.168 57.43 3050.45 28.33 7.328 21.002 22.825 15.169 22.825 15.169 797.94 158.61 9.13 81.97 442.63 35.03 442.63 35.03 443.7 71.504 162.196 71.504 162.196 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"60" 30.0833333333333 -22.8333333333333 1 19.652 11.91 57.58 2980.61 28.187 7.669 20.518 22.778 15.275 22.778 15.275 884.65 176.31 11.05 81.96 489.98 40.22 489.98 40.22 482.98 71.584 162.028 71.584 162.028 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"61" 30.1666666666667 -22.8333333333333 1 18.306 11.337 56.83 2969.13 26.584 6.797 19.787 21.373 13.948 21.373 13.948 1207.18 243.04 17.38 80.65 659.01 61.4 659.01 61.4 631.37 66.315 151.267 66.315 151.267 "Cwa" 5 "Limpopo" 208 "Dzanani" 2
"62" 30.25 -22.8333333333333 1 18.127 11.121 56.63 2947.36 26.315 6.846 19.469 21.178 13.805 21.178 13.805 1322.66 266.27 19.72 80.45 719.67 68.52 719.67 68.52 681.27 65.622 149.773 65.622 149.773 "Cwa" 5 "Limpopo" 219 "Mutali" 2
"63" 30.3333333333333 -22.8333333333333 1 18.725 11.1 57.53 2820.84 26.837 7.719 19.118 21.713 14.585 21.713 14.585 1254.55 250.56 18.27 80.97 685.93 61.96 685.93 61.96 647.88 68.134 154.261 68.134 154.261 "Cwa" 5 "Limpopo" 219 "Mutali" 2
"64" 30.4166666666667 -22.8333333333333 1 20.032 11.263 59.07 2631.78 28.178 9.269 18.909 22.897 16.167 22.897 16.167 1067.71 212.75 13.76 82.15 590.36 45.72 590.36 45.72 557.79 73.496 164.166 73.496 164.166 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"65" 30.5 -22.8333333333333 1 21.327 11.595 59.96 2535.92 29.78 10.579 19.201 24.181 17.622 24.181 17.622 870.73 180.2 8.81 83.78 487.02 30.5 487.02 30.5 460.02 78.592 174.204 78.592 174.204 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"66" 30.5833333333333 -22.8333333333333 1 21.76 11.931 59.95 2626.9 30.458 10.689 19.769 24.712 17.937 24.712 17.937 775.83 163.46 7.42 84.68 435.93 24.99 435.93 24.99 411.96 80.183 177.947 80.183 177.947 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"67" 30.6666666666667 -22.8333333333333 1 21.891 12.152 60.02 2698.13 30.756 10.63 20.126 24.922 17.988 24.922 17.988 735.77 155.75 6.95 85.16 413.89 22.77 413.89 22.77 391.02 80.621 179.268 80.621 179.268 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"68" 30.75 -22.8333333333333 1 22.334 12.551 59.92 2795.35 31.517 10.713 20.804 25.451 18.305 25.451 18.305 643.07 138.11 5.51 86.07 364.4 17.75 364.4 17.75 346.02 82.267 183.109 82.267 183.109 "BSh" 5 "Limpopo" 233 "Thohoyandou" 1
"69" 30.8333333333333 -22.8333333333333 1 22.559 12.864 59.76 2878.24 32.053 10.67 21.383 25.76 18.443 25.76 18.443 593.31 127.31 4.71 86.39 337.46 15.52 337.46 15.52 322.27 83.097 185.203 83.097 185.203 "BSh" 5 "Limpopo" 214 "Malamulela" 1
"70" 30.9166666666667 -22.8333333333333 1 22.695 13.117 59.58 2949.05 32.436 10.566 21.87 25.95 18.483 25.95 18.483 558.54 119.09 4 86.69 318.82 13.71 318.82 13.71 306.53 83.588 186.516 83.588 186.516 "BSh" 5 "Limpopo" 214 "Malamulela" 1
"71" 28.0833333333333 -22.9166666666667 1 21.4 15.228125 54.1145833333333 4358.40625 32.834375 5.053125 27.78125 25.7395833333333 15.21875 25.8989583333333 15.2052083333333 389.84375 75.28125 1 88.6145833333333 218.96875 5.8125 210.03125 10.9166666666667 235.552083333333 77.20625 180.090625 77.20625 180.090625 "BSh" 5 "Limpopo" 225 "Potgietersrus" 1
"72" 28.1666666666667 -22.9166666666667 1 21.161 15.102 54.39 4244.9 32.576 5.105 27.471 25.37 15.134 25.553 15.112 401.35 77.9 1 88.69 225.75 6.01 217.77 10.47 244.1 76.567 178.005 76.567 178.005 "BSh" 5 "Limpopo" 225 "Potgietersrus" 1
"73" 28.25 -22.9166666666667 1 20.893 14.967 54.75 4142.35 32.229 5.096 27.133 24.982 15.001 25.163 14.982 413.82 81.55 1 89.07 233.2 6.31 225.78 11.73 253.21 75.692 175.603 75.692 175.603 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"74" 28.6666666666667 -22.9166666666667 1 20.913 15.078 55.79 3939.25 32.043 5.236 26.807 24.861 15.244 24.946 15.244 394.64 79.58 1 88.08 220.32 6 213.66 6 241.83 75.609 174.83 75.609 174.83 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"75" 29 -22.9166666666667 1 20.351 14.867 57 3732.57 30.997 5.107 25.89 24.143 14.961 24.147 14.961 417.33 83.71 1 86.05 231.05 7.84 228.24 7.84 254.55 73.341 169.536 73.341 169.536 "BSh" 5 "Limpopo" 206 "Bochum" 2
"76" 29.1666666666667 -22.9166666666667 1 20.273 14.757 57.23 3675.12 30.716 5.196 25.52 24.041 14.959 24.041 14.959 416.59 82.41 1 85.51 229.41 9.02 229.41 9.02 254.66 72.946 168.639 72.946 168.639 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"77" 29.4166666666667 -22.9166666666667 1 20.217 14.423 57.45 3591.13 30.356 5.461 24.895 23.973 15.017 23.973 15.017 426.67 83.19 1.03 84.8 234.65 10.6 234.65 10.6 261.75 72.63 167.86 72.63 167.86 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"78" 29.8333333333333 -22.9166666666667 1 18.435 12.373 56.96 3174.81 27.266 5.726 21.54 21.673 13.775 21.673 13.775 822.4 163.77 8.69 80.84 450.73 36.45 450.73 36.45 460.1 66.487 152.708 66.487 152.708 "Cwa" 5 "Limpopo" 230 "Soutpansberg" 1
"79" 29.9166666666667 -22.9166666666667 1 18.833 12.206 57.1 3091.59 27.552 6.348 21.204 22.005 14.285 22.005 14.285 818.17 161.41 9.1 80.73 450.75 36.67 450.75 36.67 457.41 68.211 155.707 68.211 155.707 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"80" 30 -22.9166666666667 1 18.686 11.887 57.03 3045.4 27.224 6.55 20.674 21.83 14.215 21.83 14.215 956.42 190.7 12.18 80.85 524.88 45.59 524.88 45.59 520.36 67.702 154.472 67.702 154.472 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"81" 30.0833333333333 -22.9166666666667 1 19.382 11.817 57.62 2956.32 27.823 7.479 20.344 22.48 15.032 22.48 15.032 928.87 184.2 12.2 81.51 513.34 43.42 513.34 43.42 505.94 70.501 159.741 70.501 159.741 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"82" 30.1666666666667 -22.9166666666667 1 19.517 11.59 57.93 2859.41 27.803 7.971 19.832 22.552 15.322 22.552 15.322 984.54 194.39 13.64 81.4 545.15 46.19 545.15 46.19 530.77 71.201 160.657 71.201 160.657 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"83" 30.25 -22.9166666666667 1 18.786 11.231 57.36 2868.29 26.936 7.531 19.405 21.811 14.574 21.811 14.574 1218.92 242.9 18.32 80.77 666.72 61.4 666.72 61.4 634.82 68.243 154.788 68.243 154.788 "Csc" 5 "Limpopo" 208 "Dzanani" 1
"84" 30.3333333333333 -22.9166666666667 1 18.748 11.074 57.57 2804.39 26.812 7.756 19.056 21.726 14.632 21.726 14.632 1271.87 253.11 19.18 80.72 694.84 63.29 694.84 63.29 656.25 68.212 154.378 68.212 154.378 "Cwa" 5 "Limpopo" 233 "Thohoyandou" 1
"85" 30.4166666666667 -22.9166666666667 1 20.3 11.291 59.15 2592.96 28.524 9.591 18.933 23.193 16.514 23.193 16.514 1035.54 209.51 13.16 82.32 573.49 43.49 573.49 43.49 542.23 74.499 166.195 74.499 166.195 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"86" 30.5 -22.9166666666667 1 21.471 11.677 59.66 2567.32 30.057 10.618 19.439 24.395 17.742 24.395 17.742 843.98 178.34 8.85 84.04 471.37 29.63 471.37 29.63 445.06 79.02 175.397 79.02 175.397 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"87" 30.5833333333333 -22.9166666666667 1 21.984 12.107 59.31 2701.01 30.922 10.685 20.237 25.069 18.097 25.069 18.097 725.71 157.02 7.1 85.22 406.68 22.85 406.68 22.85 384.36 80.861 179.969 80.861 179.969 "Csc" 5 "Limpopo" 233 "Thohoyandou" 1
"88" 30.6666666666667 -22.9166666666667 1 22.247 12.406 59.21 2799.8 31.402 10.639 20.763 25.427 18.239 25.427 18.239 663.23 144.93 6.26 85.73 371.98 19.4 371.98 19.4 352.01 81.753 182.357 81.753 182.357 "BSh" 5 "Limpopo" 233 "Thohoyandou" 1
"89" 30.75 -22.9166666666667 1 22.266 12.541 59.26 2839.14 31.517 10.553 20.964 25.478 18.207 25.478 18.207 642.94 140.24 5.93 85.82 360.26 18.19 360.26 18.19 341.28 81.825 182.691 81.825 182.691 "BSh" 5 "Limpopo" 214 "Malamulela" 1
"91" 28 -23 1 21.493 15.322 54.11 4472.79 32.916 4.889 28.027 25.959 15.157 26.106 15.131 389.7 74.87 1.27 87.93 217.97 6.22 207.7 11.45 233.1 77.31 181.07 77.31 181.07 "BSh" 5 "Limpopo" 225 "Potgietersrus" 1
"92" 28.0833333333333 -23 1 21.295 15.153 54.08 4338.48 32.725 5.064 27.661 25.602 15.148 25.778 15.118 402.13 78.74 1 88.9 226.21 6.38 217.2 12.26 243.34 76.914 179.288 76.914 179.288 "BSh" 5 "Limpopo" 225 "Potgietersrus" 1
"93" 28.5833333333333 -23 1 20.656 14.922 55.65 3944.51 31.783 5.146 26.637 24.581 14.995 24.673 14.995 420.82 84.98 1 88.01 234.57 6.88 228.15 7.42 257.46 74.835 172.986 74.835 172.986 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"94" 28.6666666666667 -23 1 20.806 15.007 55.84 3933.07 31.901 5.223 26.678 24.745 15.169 24.826 15.169 405.34 81.56 1 88.43 225.72 6.24 219.82 6.24 248.75 75.233 173.994 75.233 173.994 "BSh" 5 "Limpopo" 225 "Potgietersrus" 2
"95" 29.1666666666667 -23 1 20.109 14.678 57.01 3666.97 30.489 5.06 25.429 23.899 14.803 23.899 14.803 431.33 84.41 1.04 84.32 234.76 10.13 234.76 10.13 261.49 72.258 167.293 72.258 167.293 "BSh" 5 "Limpopo" 224 "Pietersburg" 2
"96" 29.25 -23 1 20.111 14.638 57.04 3654.43 30.433 5.098 25.335 23.911 14.833 23.911 14.833 427.34 82.95 1 84.45 232.29 10.1 232.29 10.1 260.28 72.209 167.253 72.209 167.253 "BSh" 5 "Limpopo" 230 "Soutpansberg" 2
"97" 29.8333333333333 -23 1 17.136 11.958 56.59 3153.13 25.722 4.786 20.936 20.328 12.501 20.328 12.501 1032.25 208.72 12.51 80.18 560.16 48.93 560.16 48.93 562.73 61.378 142.264 61.378 142.264 "Cwa" 5 "Limpopo" 230 "Soutpansberg" 1
