Explorações segundo o número de Bovinos (Classes do número de animais 30 a >=300),,,,,,,,,,
,,Leiria,expl (nº),11,8,5,5,10,1,1
,,,efect (nº),366,345,283,378,"1,359",... ,... 
,,Marinha Grande,expl (nº),- ,- ,- ,- ,1,- ,- 
,,,efect (nº),- ,- ,- ,- ,... ,- ,- 
,,Pombal,expl (nº),11,3,7,3,2,- ,- 
,,,efect (nº),363,143,388,235,... ,- ,- 
,,Porto de Mós,expl (nº),30,17,6,25,3,- ,- 
,,,efect (nº),"1,028",737,324,"1,853",326,- ,- 
,Pinhal Interior Norte,,expl (nº),2,2,1,2,1,- ,- 
,,,efect (nº),... ,... ,... ,... ,... ,- ,- 
,,Alvaiázere,expl (nº),- ,- ,1,- ,- ,- ,- 
,,,efect (nº),- ,- ,... ,- ,- ,- ,- 
,,Ansião,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Arganil,expl (nº),1,- ,- ,- ,- ,- ,- 
,,,efect (nº),... ,- ,- ,- ,- ,- ,- 
,,Castanheira de Pêra,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Figueiró dos Vinhos,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Góis,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Lousã,expl (nº),1,1,- ,- ,- ,- ,- 
,,,efect (nº),... ,... ,- ,- ,- ,- ,- 
,,Miranda do Corvo,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Oliveira do Hospital,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Pampilhosa da Serra,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Pedrógão Grande,expl (nº),- ,- ,- ,1,- ,- ,- 
,,,efect (nº),- ,- ,- ,... ,- ,- ,- 
,,Penela,expl (nº),- ,1,- ,- ,- ,- ,- 
,,,efect (nº),- ,... ,- ,- ,- ,- ,- 
,,Tábua,expl (nº),- ,- ,- ,1,1,- ,- 
,,,efect (nº),- ,- ,- ,... ,... ,- ,- 
,,Vila Nova de Poiares,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,Dão-Lafões,,expl (nº),20,9,2,5,1,- ,- 
,,,efect (nº),667,395,... ,366,... ,- ,- 
,,Aguiar da Beira,expl (nº),4,3,- ,- ,- ,- ,- 
,,,efect (nº),131,129,- ,- ,- ,- ,- 
,,Carregal do Sal,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Castro Daire,expl (nº),1,- ,- ,1,- ,- ,- 
,,,efect (nº),... ,- ,- ,... ,- ,- ,- 
,,Mangualde,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Mortágua,expl (nº),1,- ,- ,- ,- ,- ,- 
,,,efect (nº),... ,- ,- ,- ,- ,- ,- 
,,Nelas,expl (nº),1,- ,- ,- ,- ,- ,- 
,,,efect (nº),... ,- ,- ,- ,- ,- ,- 
,,Oliveira de Frades,expl (nº),2,- ,1,- ,- ,- ,- 
,,,efect (nº),... ,- ,... ,- ,- ,- ,- 
,,Penalva do Castelo,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Santa Comba Dão,expl (nº),1,- ,- ,2,- ,- ,- 
,,,efect (nº),... ,- ,- ,... ,- ,- ,- 
,,São Pedro do Sul,expl (nº),6,- ,- ,- ,- ,- ,- 
,,,efect (nº),217,- ,- ,- ,- ,- ,- 
,,Sátão,expl (nº),- ,2,- ,- ,1,- ,- 
,,,efect (nº),- ,... ,- ,- ,... ,- ,- 
,,Tondela,expl (nº),1,1,1,1,- ,- ,- 
,,,efect (nº),... ,... ,... ,... ,- ,- ,- 
,,Vila Nova de Paiva,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Viseu,expl (nº),1,2,- ,- ,- ,- ,- 
,,,efect (nº),... ,... ,- ,- ,- ,- ,- 
,,Vouzela,expl (nº),2,1,- ,1,- ,- ,- 
,,,efect (nº),... ,... ,- ,... ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
