Explorações segundo o número de Bovinos (Classes do número de animais 30 a >=300),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 2/2
Região Agrária,,,,Classes do número de animais,,,,,,
Nut III,,,,,,,,,,
Concelho,,,,30 a 39,40 a 49,50 a 59,60 a 99,100 a 199,200 a 299,>= 300
BEIRA LITORAL,,,expl (nº),315,198,130,233,98,14,6
,,,efect (nº),"10,686","8,711","7,070","17,572","12,787","3,267","2,652"
,Baixo Vouga,,expl (nº),121,86,69,130,54,5,1
,,,efect (nº),"4,162","3,802","3,785","9,823","7,101","1,176",... 
,,Águeda,expl (nº),5,3,3,2,4,- ,- 
,,,efect (nº),163,129,170,... ,456,- ,- 
,,Albergaria-a-Velha,expl (nº),10,8,3,10,7,- ,- 
,,,efect (nº),334,350,153,763,983,- ,- 
,,Anadia,expl (nº),2,3,4,4,2,- ,1
,,,efect (nº),... ,132,218,315,... ,- ,... 
,,Aveiro,expl (nº),8,3,7,5,3,- ,- 
,,,efect (nº),272,132,373,401,460,- ,- 
,,Estarreja,expl (nº),36,21,15,27,11,2,- 
,,,efect (nº),"1,277",955,827,"2,168","1,553",... ,- 
,,Ílhavo,expl (nº),2,- ,- ,6,1,- ,- 
,,,efect (nº),... ,- ,- ,445,... ,- ,- 
,,Mealhada,expl (nº),1,3,- ,2,1,1,- 
,,,efect (nº),... ,142,- ,... ,... ,... ,- 
,,Murtosa,expl (nº),12,14,5,20,11,- ,- 
,,,efect (nº),403,626,284,"1,433","1,397",- ,- 
,,Oliveira do Bairro,expl (nº),7,3,4,5,- ,- ,- 
,,,efect (nº),243,136,216,354,- ,- ,- 
,,Ovar,expl (nº),19,19,22,38,13,1,- 
,,,efect (nº),662,811,"1,223","2,865","1,628",... ,- 
,,Sever do Vouga,expl (nº),3,1,- ,- ,- ,- ,- 
,,,efect (nº),94,... ,- ,- ,- ,- ,- 
,,Vagos,expl (nº),16,8,6,11,1,1,- 
,,,efect (nº),537,345,321,769,... ,... ,- 
,Baixo Mondego,,expl (nº),119,71,38,61,25,7,4
,,,efect (nº),"3,994","3,107","2,025","4,554","3,103","1,637","1,804"
,,Cantanhede,expl (nº),40,24,12,12,8,2,1
,,,efect (nº),"1,341","1,056",645,831,"1,020",... ,... 
,,Coimbra,expl (nº),5,3,2,- ,- ,- ,- 
,,,efect (nº),169,129,... ,- ,- ,- ,- 
,,Condeixa-a-Nova,expl (nº),1,- ,1,2,1,- ,- 
,,,efect (nº),... ,- ,... ,... ,... ,- ,- 
,,Figueira da Foz,expl (nº),28,17,7,10,4,- ,- 
,,,efect (nº),930,744,375,715,510,- ,- 
,,Mira,expl (nº),5,5,4,12,2,- ,2
,,,efect (nº),169,222,207,916,... ,- ,... 
,,Montemor-o-Velho,expl (nº),39,20,12,24,10,2,1
,,,efect (nº),"1,319",868,643,"1,846","1,237",... ,... 
,,Penacova,expl (nº),- ,1,- ,- ,- ,- ,- 
,,,efect (nº),- ,... ,- ,- ,- ,- ,- 
,,Soure,expl (nº),1,1,- ,1,- ,3,- 
,,,efect (nº),... ,... ,- ,... ,- ,653,- 
,Pinhal Litoral,,expl (nº),53,30,20,35,17,2,1
,,,efect (nº),"1,788","1,315","1,107","2,635","2,285",... ,... 
,,Batalha,expl (nº),1,2,2,2,1,1,- 
,,,efect (nº),... ,... ,... ,... ,... ,... ,- 
