"Explorações com rega e drenagem (Pinhal Interior Norte, página 1)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 5/8
,,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
Superfície irrigável,,,expl (nº),"8,735",910,"1,013",832,65,485,263,288
,,,área (ha),"10,080",765,580,840,64,522,260,441
Sistema de rega ,,,,,,,,,,,
,Colectivo estatal,,expl (nº),357,41,48,17,2,11,2,62
,Colectivo privado,,expl (nº),"1,327",188,137,96,11,8,203,98
,Individual,,expl (nº),"7,956",849,929,742,54,471,117,225
Origem das águas de rega,,,,,,,,,,,
,"Furo, poço, nascente",,expl (nº),"7,934",890,976,660,54,454,171,256
,Albufeira (barragem),,expl (nº),20,1,- ,5,- ,- ,1,2
,Açude,,expl (nº),176,2,1,14,- ,- ,91,1
,Charca,,expl (nº),120,2,6,18,- ,1,- ,6
,Curso de água natural,,expl (nº),"1,760",44,46,244,17,100,86,86
,Outra,,expl (nº),194,54,58,8,- ,1,- ,5
Método de colocação de água no terreno,,,,,,,,,,,
,Sem elevação,,expl (nº),"2,311",117,85,290,36,156,216,60
,Com elevação,,expl (nº),"7,568",877,981,587,38,426,114,261
,,Motor electrico,expl (nº),"4,025",579,589,160,31,374,64,189
,,Motor a carburante,expl (nº),"5,049",521,619,496,8,104,54,151
,,Outros meios,expl (nº),98,10,19,8,- ,1,1,1
Superfície drenada,,,expl (nº),7,2,1,- ,- ,- ,- ,- 
,,,área (ha),5,... ,... ,- ,- ,- ,- ,- 
Superfície com encharcamento,,,expl (nº),29,8,2,- ,- ,- ,- ,6
,,,área (ha),20,3,... ,- ,- ,- ,- ,o 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
