Utilização das terras (Baixo Mondego),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/8
,,,Baixo Mondego,Cantanhede,Coimbra,Condeixa -a- Nova,Figueira da Foz,Mira,Montemor -o- Velho,Penacova,Soure
Superfície Total,,expl (nº),"17,479","4,458","2,754","1,167","2,170",930,"2,881",830,"2,289"
,,área (ha),"69,755","15,210","10,291","5,183","10,001","2,721","11,681","4,628","10,040"
Superfície Agrícola Utilizada (SAU),,expl (nº),"17,401","4,422","2,743","1,164","2,166",927,"2,868",827,"2,284"
,,área (ha),"43,375","8,463","6,496","2,932","6,784","1,771","9,111","1,320","6,498"
Terra arável,,expl (nº),"16,862","4,178","2,570","1,130","2,140",903,"2,859",826,"2,256"
,,área (ha),"31,960","4,880","4,223","1,357","6,421","1,638","8,599","1,060","3,782"
Terra arável limpa,,expl (nº),"16,844","4,169","2,567","1,130","2,139",903,"2,856",825,"2,255"
,,área (ha),"31,922","4,874","4,220","1,357","6,407","1,638","8,585","1,059","3,782"
,Culturas temporárias,expl (nº),"15,872","3,827","2,347","1,059","2,090",881,"2,707",822,"2,139"
,,área (ha),"29,683","4,650","3,920","1,212","6,148","1,554","7,660",998,"3,541"
,Pousio (com e sem ajuda),expl (nº),"1,396",70,327,192,224,111,309,33,130
,,área (ha),"1,222",31,150,67,108,60,722,9,75
,Horta familiar,expl (nº),"11,639","2,603","1,546",818,"1,578",292,"2,155",777,"1,870"
,,área (ha),"1,012",193,152,76,150,25,202,50,164
Culturas sob-coberto matas e florestas,,expl (nº),30,12,5,- ,5,1,5,1,1
,,área (ha),39,7,2,- ,14,... ,15,... ,... 
,Culturas temporárias,expl (nº),24,12,4,- ,4,- ,2,1,1
,,área (ha),35,7,2,- ,13,- ,... ,... ,... 
,Pousio (com e sem ajuda),expl (nº),7,1,1,- ,1,1,3,- ,- 
,,área (ha),3,... ,... ,- ,... ,... ,3,- ,- 
Culturas permanentes,,expl (nº),"12,224","3,484","2,428","1,035","1,021",369,"1,042",740,"2,105"
,,área (ha),"9,831","3,536","2,055","1,227",274,103,333,250,"2,053"
Sem culturas sob-coberto,,expl (nº),"11,371","3,303","2,358",990,896,195,971,728,"1,930"
,,área (ha),"7,646","3,299","1,753",759,236,47,259,185,"1,108"
Com culturas temporárias,,expl (nº),"3,766",685,699,596,177,183,136,216,"1,074"
,,área (ha),"1,752",209,237,413,27,49,65,60,692
Com pousio (com e sem ajuda),,expl (nº),73,7,50,9,1,- ,- ,- ,6
,,área (ha),16,2,10,3,... ,- ,- ,- ,1
Com horta familiar,,expl (nº),890,259,167,83,76,58,25,8,214
,,área (ha),81,22,15,7,6,6,o ,o ,25
Com pastagens permanentes,,expl (nº),361,2,22,77,1,- ,5,10,244
,,área (ha),318,... ,35,43,... ,- ,5,2,228
Pastagens permanentes,,expl (nº),799,47,95,162,38,10,63,32,352
,,área (ha),"1,590",49,217,350,93,29,175,12,665
Em terra limpa,,expl (nº),778,45,88,161,38,10,63,32,341
,,área (ha),"1,511",47,190,349,93,29,175,12,616
Sob-coberto de matas e florestas,,expl (nº),74,2,10,3,1,- ,- ,- ,58
,,área (ha),81,... ,28,1,... ,- ,- ,- ,49
Matas e florestas sem culturas sob-coberto,,expl (nº),"13,409","3,544","2,097",997,"1,690",567,"1,788",811,"1,915"
,,área (ha),"23,727","6,009","3,362","2,062","2,824",694,"2,277","3,237","3,262"
Superfície Agrícola não utilizada,,expl (nº),"3,089","1,147",599,298,329,79,124,148,365
,,área (ha),"1,501",477,297,112,172,171,67,37,168
Outras superfícies,,expl (nº),"17,015","4,288","2,656","1,141","2,149",923,"2,861",827,"2,170"
,,área (ha),"1,154",258,134,77,222,88,229,35,111
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
