"Características da habitação do produtor singular (Total de explorações com Produtor residente na exploração, Idade da habitação > 50 anos)",,,,,,,,
,,,,,,,1999,
,,,,,,,pág. 6/6,
Região Agrícola,,,Total de explorações com produtor residente na exploração,,,,,
Nut III,,,Total,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,
Concelho,,,Idade da habitação > 50 anos,,,,,
,,,expl. (nº),,,,,
BEIRA LITORAL,,,"12,604","12,464","11,954","11,548","12,266",
,Baixo Vouga,,"3,581","3,577","3,464","3,359","3,530",
,,Águeda,535,534,519,509,528,
,,Albergaria-a-Velha,342,342,333,322,336,
,,Anadia,540,540,531,520,537,
,,Aveiro,325,325,314,300,324,
,,Estarreja,324,323,317,301,317,
,,Ílhavo,63,63,63,62,63,
,,Mealhada,154,154,153,151,150,
,,Murtosa,130,130,117,106,130,
,,Oliveira do Bairro,257,256,252,248,251,
,,Ovar,322,322,310,299,321,
,,Sever do Vouga,244,244,223,207,239,
,,Vagos,345,344,332,334,334,
,Baixo Mondego,,"2,775","2,757","2,688","2,586","2,717",
,,Cantanhede,567,565,554,555,557,
,,Coimbra,264,261,260,256,260,
,,Condeixa-a-Nova,296,291,289,266,284,
,,Figueira da Foz,477,473,450,431,462,
,,Mira,62,62,61,61,62,
,,Montemor-o-Velho,491,488,472,454,484,
,,Penacova,105,105,103,96,104,
,,Soure,513,512,499,467,504,
,Pinhal Litoral,,"1,928","1,920","1,891","1,822","1,877",
,,Batalha,171,171,167,167,168,
,,Leiria,659,658,654,652,651,
,,Marinha Grande,21,21,21,21,21,
,,Pombal,738,732,715,671,706,
,,Porto de Mós,339,338,334,311,331,
,Pinhal Interior Norte,,"1,481","1,449","1,417","1,298","1,419",
,,Alvaiázere,313,310,304,282,303,
,,Ansião,366,363,361,315,356,
,,Arganil,107,107,105,100,104,
,,Castanheira de Pêra,5,5,5,5,5,
,,Figueiró dos Vinhos,30,30,29,29,30,
,,Góis,7,7,7,7,7,
,,Lousã,76,75,75,73,75,
,,Miranda do Corvo,75,75,75,70,73,
,,Oliveira do Hospital,203,185,172,153,179,
,,Pampilhosa da Serra,28,28,27,23,28,
,,Pedrógão Grande,30,29,29,27,29,
,,Penela,34,33,33,30,32,
,,Tábua,133,128,121,113,124,
,,Vila Nova de Poiares,74,74,74,71,74,
,Dão-Lafões,,"2,839","2,761","2,494","2,483","2,723",
,,Aguiar da Beira,37,34,33,26,33,
,,Carregal do Sal,94,92,84,84,91,
,,Castro Daire,159,158,133,123,152,
,,Mangualde,118,107,101,96,106,
,,Mortágua,128,127,120,111,127,
,,Nelas,78,78,78,77,78,
,,Oliveira de Frades,239,237,217,214,235,
,,Penalva do Castelo,109,104,95,95,102,
,,Santa Comba Dão,69,67,66,66,67,
,,São Pedro do Sul,494,484,434,434,477,
,,Sátão,117,108,105,101,106,
,,Tondela,503,493,433,449,486,
,,Vila Nova de Paiva,33,28,27,24,27
,,Viseu,314,302,265,276,301
,,Vouzela,347,342,303,307,335
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
