População e mão-de-obra agrícola familiar (UTA),,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrícola,,,,População familiar total,,,,População familiar com tempo de actividade na exploração,,,
Nut III,,,,Total,Produtor,Cônjuge,Outros Membros,Total ,Produtor,Cônjuge,Outros Membros
Concelho,,,,,,,,,,,
BEIRA LITORAL,,,índ. (nº),"246,329","79,266","68,976","98,087","207,311","79,266","66,327","61,718"
,,,UTA,- ,- ,- ,- ,"98,520","47,384","36,665","14,471"
,Baixo Vouga,,índ. (nº),"51,171","15,364","13,413","22,394","38,511","15,364","12,522","10,625"
,,,UTA,- ,- ,- ,- ,"18,733","9,028","7,026","2,679"
,,Águeda,índ. (nº),"7,364","2,273","2,001","3,090","6,003","2,273","1,925","1,805"
,,,UTA,- ,- ,- ,- ,"2,430","1,088",994,348
,,Albergaria-a-Velha,índ. (nº),"3,374",982,873,"1,519","2,882",982,861,"1,039"
,,,UTA,- ,- ,- ,- ,"1,342",587,536,219
,,Anadia,índ. (nº),"8,385","2,735","2,363","3,287","6,051","2,735","2,143","1,173"
,,,UTA,- ,- ,- ,- ,"2,553","1,263","1,030",260
,,Aveiro,índ. (nº),"3,934","1,159","1,026","1,749","2,937","1,159",928,850
,,,UTA,- ,- ,- ,- ,"1,471",762,495,214
,,Estarreja,índ. (nº),"3,977","1,122",965,"1,890","3,006","1,122",920,964
,,,UTA,- ,- ,- ,- ,"1,552",745,511,296
,,Ílhavo,índ. (nº),924,277,242,405,618,277,210,131
,,,UTA,- ,- ,- ,- ,415,219,146,50
,,Mealhada,índ. (nº),"4,599","1,436","1,270","1,893","3,278","1,436","1,135",707
,,,UTA,- ,- ,- ,- ,"1,719",855,687,177
,,Murtosa,índ. (nº),"1,479",376,328,775,926,376,293,257
,,,UTA,- ,- ,- ,- ,615,298,191,126
,,Oliveira do Bairro,índ. (nº),"5,224","1,611","1,403","2,210","3,566","1,611","1,274",681
,,,UTA,- ,- ,- ,- ,"1,884",921,762,201
,,Ovar,índ. (nº),"2,547",622,540,"1,385","2,009",622,515,872
,,,UTA,- ,- ,- ,- ,916,393,274,249
,,Sever do Vouga,índ. (nº),"2,487",710,652,"1,125","1,960",710,620,630
,,,UTA,- ,- ,- ,- ,"1,166",552,400,214
,,Vagos,índ. (nº),"6,877","2,061","1,750","3,066","5,275","2,061","1,698","1,516"
,,,UTA,- ,- ,- ,- ,"2,670","1,345","1,000",325
,Baixo Mondego,,índ. (nº),"54,065","17,386","15,393","21,286","44,519","17,386","14,632","12,501"
,,,UTA,- ,- ,- ,- ,"22,160","10,865","8,455","2,840"
